year,month,week,weekday,date_str,dish_type,dish_name,menu_type,source_file,source_sheet,detected_category
2025,1,1,,,a_kost_alt_1,Lokal wienerkorv med mos* och grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,,,a_kost_alt_2,Champinjonsoppa,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,,,grov_pate_alt_1,"Grillkorv, potatismos* och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,,,grov_pate_alt_2,Champinjonsoppa,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,,,timbal_alt_1,"Stekt korvtimbal med potatismos, grönsakstimbal och sås",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,,,timbal_alt_2,Champinjonsoppa slät,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,2.0,31/12,a_kost_alt_1,"Varmrökt lax med vispad hovmästarsås, kokt potatis* och rostad boccolini",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,2.0,31/12,a_kost_alt_2,"Fläskfilé med potatisgratäng*, rödvinssås och rostad broccolini",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,2.0,31/12,grov_pate_alt_1,"Varmrökt lax med vispad hovmästarsås, kokt potatis* och rostad boccolini",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,2.0,31/12,grov_pate_alt_2,"Fläskfilé paté med potatisgratäng*, rödvinssås och rostad broccolini",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,2.0,31/12,timbal_alt_1,"Varmrökt lax timbal med vispad hovmästarsås, potatispuré och broccoli",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,2.0,31/12,timbal_alt_2,"Fläskfilé timbal med potatisgratäng, rödvinssås och broccoli",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,3.0,1/1,a_kost_alt_1,Coq au vin med potatispuré* och grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,3.0,1/1,a_kost_alt_2,"Biff á la Lindström, gräddsås, potatis* och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,3.0,1/1,grov_pate_alt_1,Coq au vin paté med potatispuré* och grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,3.0,1/1,grov_pate_alt_2,"Biff á la Lindström, gräddsås, potatis* och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,3.0,1/1,timbal_alt_1,Coq au vin timbal med potatispuré och grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,3.0,1/1,timbal_alt_2,"Biff á la Lindström timb, gräddsås potatismos och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,4.0,2/1,a_kost_alt_1,Vitkålssoppa med frikadeller,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,4.0,2/1,a_kost_alt_2,"Biff á la Lindström, gräddsås, potatis* och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,4.0,2/1,grov_pate_alt_1,Vitkålssoppa med frikadeller,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,4.0,2/1,grov_pate_alt_2,"Biff á la Lindström, gräddsås, potatis* och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,4.0,2/1,timbal_alt_1,"Vitkålssoppa slät, färsbullstimbal",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,4.0,2/1,timbal_alt_2,"Biff á la Lindström timb, gräddsås potatismos och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,a_kost_alt_1,Dillkött med kokt potatis* och grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,a_kost_alt_2,Lasagne med sallad,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,grov_pate_alt_1,"Dillkött, grov paté med potatis* och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,grov_pate_alt_2,Lasagne med grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,timbal_alt_1,Dillkött timbal med potatismos och grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,timbal_alt_2,Lasagnetimbal med grönsakstimbal,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,a_kost_alt_1,"Panerad fiskfilé med kall örtstsås, potatismos* och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,a_kost_alt_2,Lasagne med sallad,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,grov_pate_alt_1,"Panerad fiskfilé med kall örtstsås, potatismos* och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,grov_pate_alt_2,Lasagne med grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,timbal_alt_1,"Panerad fisktimbal, örtsås slät, potatismos och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,timbal_alt_2,Lasagnetimbal med grönsakstimbal,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,a_kost_alt_1,"Skinkstek med potatis*, gräddsås och rödkål",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,a_kost_alt_2,Lasagne med sallad,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,grov_pate_alt_1,"Skinkpaté med potatis*, gräddsås och rödkål",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,grov_pate_alt_2,Lasagne med grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,timbal_alt_1,"Skinktimbal med broccolimos, gräddsås och rödkål",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,1,5.0,3/1,timbal_alt_2,Lasagnetimbal med grönsakstimbal,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet1,menu_nutrition
2025,1,2,,,a_kost_alt_1,"Fisk med ädelost, kokt potatis* och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,,,a_kost_alt_2,Grönkålssoppa med ägghalvor,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,,,grov_pate_alt_1,"Fisk med ädelost, kokt potatis* och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,,,grov_pate_alt_2,Grönkålssoppa med ägghalvor,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,,,timbal_alt_1,"Fisk med ädelost timbal, broccolimos och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,,,timbal_alt_2,Grönkålssoppa slät med äggkräm,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,2.0,7/1,a_kost_alt_1,"Kalkon med sockerstekt potatis*, gräddsås, rödkål, brysselkål",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,2.0,7/1,a_kost_alt_2,Grönkålssoppa med ägghalvor,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,2.0,7/1,grov_pate_alt_1,"Kalkon paté med sockerstekt potatis*, gräddsås, rödkål, brysselkål",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,2.0,7/1,grov_pate_alt_2,Grönkålssoppa med ägghalvor,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,2.0,7/1,timbal_alt_1,"Fisk med ädelost timbal, broccolimos och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,2.0,7/1,timbal_alt_2,Grönkålssoppa slät med äggkräm,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,3.0,8/1,a_kost_alt_1,Pytt i panna med stekt ägg,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,3.0,8/1,a_kost_alt_2,Pasta* med krämig laxsås och sallad,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,3.0,8/1,grov_pate_alt_1,"Gräddstuvad pytt i panna paté, stekt ägg",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,3.0,8/1,grov_pate_alt_2,Pasta* med krämig laxsås och grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,3.0,8/1,timbal_alt_1,"Pytt i panna timbal, äggkräm, rödbetsgelé",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,3.0,8/1,timbal_alt_2,Pasta timbal med krämig laxsås timbal och grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,4.0,9/1,a_kost_alt_1,Ärtsoppa med fläsk,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,4.0,9/1,a_kost_alt_2,Pasta* med krämig laxsås och sallad,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,4.0,9/1,grov_pate_alt_1,Ärtsoppa med fläskpaté,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,4.0,9/1,grov_pate_alt_2,Pasta* med krämig laxsås och grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,4.0,9/1,timbal_alt_1,Ärtsoppa slät med fläsktimbal,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,4.0,9/1,timbal_alt_2,Pasta timbal med krämig laxsås timbal och grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,a_kost_alt_1,"Wallenbergare med mos*, skirat smör och kokta grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,a_kost_alt_2,Korv Stroganoff med ris* och kokta grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,grov_pate_alt_1,"Wallenbergare med mos*, skirat smör och kokta grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,grov_pate_alt_2,Korv Stroganoff med ris* och kokta grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,timbal_alt_1,"Färstimbal med mos, skirat smör och grönsakstimbal",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,timbal_alt_2,Korv Stroganoff timbal med ristimbal och grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,a_kost_alt_1,Ernas fiskgryta med kokt potatis* och grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,a_kost_alt_2,Korv Stroganoff med ris* och kokta grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,grov_pate_alt_1,Ernas fiskgryta med kokt potatis* och grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,grov_pate_alt_2,Korv Stroganoff med ris* och kokta grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,timbal_alt_1,"Ernas fiskgryta timbal, potatismos och grönsak",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,timbal_alt_2,Korv Stroganoff timbal med ristimbal och grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,a_kost_alt_1,Kalops med kokt potatis*,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,a_kost_alt_2,Korv Stroganoff med ris* och kokta grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,grov_pate_alt_1,Kalops paté med kokt potatis*,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,grov_pate_alt_2,Korv Stroganoff med ris* och kokta grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,timbal_alt_1,Kalops timbal  med torghandlarmos och rödbetor,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,2,5.0,10/1,timbal_alt_2,Korv Stroganoff timbal med ristimbal och grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet2,menu_nutrition
2025,1,3,,,a_kost_alt_1,Isterband med persiljestuvad potatis*,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,,,a_kost_alt_2,"Pannbiff med lök, potatis*, brunsås och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,,,grov_pate_alt_1,Isterband med persiljestuvad potatis*,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,,,grov_pate_alt_2,"Pannbiff med lök, potatis*, brunsås och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,,,timbal_alt_1,"Isterband timbal med potatismos, persiljesås och rödbetor",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,,,timbal_alt_2,"Färstimbal med löksås slät, broccolimos och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,2.0,14/1,a_kost_alt_1,"Stekt strömming med potatismos*, skirat smör och kokta grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,2.0,14/1,a_kost_alt_2,"Pannbiff med lök, potatis*, brunsås och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,2.0,14/1,grov_pate_alt_1,"Stekt strömming med potatismos*, skirat smör och kokta grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,2.0,14/1,grov_pate_alt_2,"Pannbiff med lök, potatis*, brunsås och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,2.0,14/1,timbal_alt_1,"Stekt strömming timbal med palsternacksmos, skirat smör och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,2.0,14/1,timbal_alt_2,Järptimbal med löksås slät och ärtgrönt mos,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,3.0,15/1,a_kost_alt_1,"Kycklinggryta med aprikoser, ris* och kokta grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,3.0,15/1,a_kost_alt_2,Stekt falukorv med brynt potatis* och stuvad spenat,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,3.0,15/1,grov_pate_alt_1,"Kycklinggryta paté med aprikoser, ris* och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,3.0,15/1,grov_pate_alt_2,Stekt falukorv med brynt potatis* och stuvad spenat,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,3.0,15/1,timbal_alt_1,"Kycklinggryta timbal med aprikoser, solskensmos och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,3.0,15/1,timbal_alt_2,Korvtimbal med brynt potatis och stuvad spenat slät,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,4.0,16/1,a_kost_alt_1,Kött- och grönsakssoppa,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,4.0,16/1,a_kost_alt_2,Stekt falukorv med brynt potatis* och stuvad spenat,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,4.0,16/1,grov_pate_alt_1,Kött- och grönsakssoppa paté,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,4.0,16/1,grov_pate_alt_2,Stekt falukorv med brynt potatis* och stuvad spenat,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,4.0,16/1,timbal_alt_1,Kött- och grönsakssoppa timbal,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,4.0,16/1,timbal_alt_2,Korvtimbal med brynt potatis och stuvad spenat slät,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,a_kost_alt_1,Biff Stroganoff med ris* och grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,a_kost_alt_2,"Köttfärslimpa provencale med potatis*, brunsås och grönsak",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,grov_pate_alt_1,Biff Stroganoff paté med ris* och kokta grönsaker,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,grov_pate_alt_2,"Köttfärslimpa provencale med potatis*, brunsås och grönsak",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,timbal_alt_1,Biff Stroganoff timbal med ristimbal och grönsak,ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,timbal_alt_2,"Timbalfärs med gratinerat mos, brunsås och grönsak",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,a_kost_alt_1,"Fiskgratäng med dill, potatis* och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,a_kost_alt_2,"Köttfärslimpa provencale med potatis*, brunsås och  grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,grov_pate_alt_1,"Fiskgratäng med dill, potatis* och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,grov_pate_alt_2,"Köttfärslimpa provencale paté med potatis*, brunsås och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,timbal_alt_1,"Fiskgratäng med dill timbal, potatismos och grönsak",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,timbal_alt_2,"Timbalfärs med gratinerat mos, brunsås och grönsak",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,a_kost_alt_1,"Helstekt kotlettrad med purjolökspotatis*, bearnaisesås och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,a_kost_alt_2,"Köttfärslimpa provencale med potatis*, brunsås och  grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,grov_pate_alt_1,"Stekt skinkpaté med purjolökspotatis*, bearnaisesås och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,grov_pate_alt_2,"Köttfärslimpa provencale paté med potatis*, brunsås och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,timbal_alt_1,"Stekt skinktimbal med stekt potatis, bearnaisesås, grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
2025,1,3,5.0,17/1,timbal_alt_2,"Timbalfärs med gratinerat mos, brunsås och grönsaker",ao,/Users/kianagh/Downloads/DataPoC Konkret/Data/Meny ÄO Utveckling.xlsx,Sheet3,menu_nutrition
